Unnamed,mean,std,var,min,max,skew,kurtosis,rms,zero_crossings,delta_power,theta_power,alpha_power,beta_power,gamma_power,wavelet_energy_level_0,wavelet_energy_level_1,wavelet_energy_level_2,wavelet_energy_level_3,wavelet_energy_level_4,approx_entropy,y
X3.V1.6,-23.48314606741573,34.97466574586302,1223.227244034844,-141.0,39.0,-0.5939885333537527,0.19540885112696627,42.12701500531965,28.0,77.93264618690253,189.19238468463902,294.8490073689107,539.8990908616577,27.864170632392437,200214.43480909814,57870.82150289265,103682.19602633451,37321.92357237415,3109.142854568776,0.7357725221466982,0
X21.V1.724,43.47752808988764,297.3865604712927,88438.76634894584,-410.0,839.0,0.5013232508488734,-0.5473283526929946,300.5479359399309,15.0,31665.30369985419,39541.662030567226,15125.180649780143,8609.323755098081,39.826944318923495,15066268.054601163,4375428.68511783,3087312.1060479986,196118.25587469107,5295.025906455525,0.48293869247416144,1
X7.V1.162,-59.95505617977528,81.93576685529577,6713.469890165384,-298.0,103.0,-0.9182603858678217,0.8811725914154946,101.52870850988597,11.0,2696.085987453516,690.6859565323382,772.786433199432,327.030672119476,45.0901601842751,1613046.9348254735,145571.38740684275,98767.65338024494,32127.66153166322,4970.597228586062,0.6636272989402205,0
X1.V1.211,-11.48314606741573,68.691725023699,4718.553086731474,-163.0,173.0,0.4558148178426781,-0.2363809495563527,69.64492609183442,20.0,334.18208979023825,188.79486721462985,4162.51558247507,715.4341066597839,11.834086044079495,104249.11479522163,596370.4126103768,318263.10506155033,24379.290008175944,1504.892105174726,0.5851489020384157,0
X1.V1.615,-24.94943820224719,33.94448085599866,1152.2277805832596,-114.0,36.0,-0.41956720995442265,-0.19160589882945223,42.12721504195372,5.0,542.7984246435806,721.8167741799051,179.53024235108822,73.86952494823839,2.30088950430372,283598.6689386613,22173.72765027669,19940.165244602544,1985.7084910389362,231.4343325894493,0.5708378247666364,0
X22.V1.242,-12.376404494382022,53.270234373601234,2837.7178702184065,-135.0,80.0,-0.04649524646216491,-0.9758251228836459,54.68905976908879,7.0,915.9757467736879,567.5395322300492,229.16661142458324,35.22370514250211,3.082472020138508,1675853.0073517803,121416.70922531415,19841.534225007705,1953.9392069632086,267.96060013085355,0.5449374607882547,0
X1.V1.863,30.758426966292134,26.310442703960227,692.239395278374,-29.0,86.0,-0.252868516777752,-0.5860720759630302,40.47616860226646,6.0,352.20269921093785,134.43218816487936,48.47840294358195,9.259118955981545,2.4488883669899355,437314.14679210214,19244.509011262515,4009.6185116791,510.29698699929605,164.12695604384322,0.5346874933564085,0
X9.V1.302,-1.595505617977528,35.10968978614283,1232.690316879182,-99.0,69.0,-0.5541027032482327,-0.37556340526824306,35.145923733146915,12.0,78.23622855770273,1175.9311230441315,199.26378829611843,28.827607045176524,2.5166895736063655,139090.14437388102,68629.89630072845,19480.727187715078,1674.4557530002896,366.07793536762875,0.5568684436958016,0
X7.V1.541,6.932584269662922,34.78175866770079,1209.7707360181794,-107.0,89.0,-0.46815705694265397,0.6898090179548406,35.46591970715207,32.0,355.66741406456646,166.20372684195905,646.1839660770431,628.9662926778242,11.42417501566531,78231.060197039,67642.5318006947,78397.72209475338,13796.471473251613,1141.0719290515153,0.7138074586838776,0
X9.V1.915,-18.84269662921348,79.62473768343075,6340.098851155158,-236.0,107.0,-0.858785486249007,0.5766912883680457,81.82387223430416,8.0,2706.8161978655153,1673.189868240754,307.03635786253653,120.0607204616953,2.795643118604428,1184795.0408252908,177959.98281265088,80120.45653347288,8077.659988106012,379.7691957565392,0.4480480434357794,0
X23.V1.964,24.634831460674157,558.604447216177,312038.9284496907,-1215.0,763.0,-0.7143690364113887,-0.6495766304159867,559.1473896664336,10.0,11911.66782045958,211027.1279718845,64703.169567936144,25934.55998436484,92.24397495046092,50303869.4867883,26734734.175775755,7417263.206914426,775711.1585767459,16071.039641065641,0.15782579482227455,1
X1.V1.614,-20.853932584269664,34.79540540565334,1210.7202373437697,-108.0,80.0,-0.011695732408945595,0.2556344025109101,40.56607870589705,16.0,395.2298108380305,122.12096569988464,384.58170566462616,68.50021074582821,15.218725920952105,260480.5133030116,96508.45051759203,28101.10083091965,6323.241108230712,1643.4802966103507,0.7455869762235587,0
X11.V1.134,-67.46067415730337,139.0646164723496,19338.967554601688,-548.0,200.0,-1.1712865847778529,1.8657012396660342,154.5636118637228,6.0,3340.2965668314655,3732.7331289563704,2364.3260456859566,830.9450651118324,45.71644446154326,7643044.526039293,916792.0430085945,376858.7047045286,67593.17377057762,4531.720178329193,0.4847793463542325,1
X18.V1.544,10.314606741573034,137.32877760116276,18859.193157429618,-322.0,244.0,-0.5001673414639,-0.5735724749103648,137.71559196279455,14.0,3848.767483594852,9895.038838597316,1808.9291413348542,1504.8782657225952,19.916433653078652,2801240.4112551776,661395.2536581202,596744.1455986563,70264.18251918069,2358.249245036928,0.5611329989494149,1
X19.V1.294,45.758426966292134,434.63256218831503,188905.46411437952,-1015.0,1162.0,0.12663496345149955,0.2727305761827905,437.03466424622314,21.0,10384.827391162346,23878.03140453455,61576.68737951358,69021.91713136877,895.1062225768342,7279630.742022177,10877626.140798403,15414214.760092419,3025617.24469164,94670.52418422377,0.3890783854445585,1
X21.V1.802,23.825842696629213,20.413919177854474,416.7280961999747,-19.0,62.0,-0.32882583487108513,-0.8634275499074602,31.375131496210408,7.0,368.3319257749074,45.1260800025525,22.691969219111733,15.669869215827264,3.104113630307715,218750.50156188634,10803.924732427087,4137.601715580195,1190.4005456911887,540.765904030405,0.7362776655042116,0
X2.V1.72,-50.252808988764045,23.802042164711533,566.5372112107058,-105.0,7.0,0.06036301898165094,-0.5552438913132187,55.60469424852465,2.0,144.41818740397503,124.18455868567428,40.99072316896735,82.25543639757525,8.231159472406263,743606.3175504864,14968.642445857633,21918.925200976915,4918.09042274717,849.2721672212937,0.7782857728007642,0
X3.V1.744,-51.59550561797753,226.8407954858527,51456.74649665446,-521.0,376.0,-0.22967899587583204,-1.0271553094244201,232.63456900604692,12.0,1185.9572353630726,36440.71414505553,7714.974051736522,4113.209710721427,37.86407982003086,14983623.03461777,5595647.615011864,1746837.0430166603,181091.0017976926,3929.8026296811213,0.40152971902548495,1
X12.V1.733,-16.59550561797753,63.3923433332739,4018.589193283676,-151.0,152.0,0.27659966185669066,-0.3757911406381709,65.5286197016235,14.0,4210.015380995473,948.8631213918943,646.587750332033,227.48040593695026,36.23176886498648,707407.1844969701,103603.29192600254,98384.87232798402,22903.077904991776,2736.6302606311515,0.6376602643819211,0
X8.V1.614,-15.691011235955056,38.67685235339305,1495.8989079661658,-99.0,84.0,-0.17572559935128562,-0.4141835394460851,41.73855222181327,16.0,880.1308628165583,211.16395927852366,53.22901363263995,70.04491845622887,15.727889514435134,298138.80388608493,26434.482147132487,22931.909885538415,6802.530401404079,1573.1841838195348,0.747546783647898,0
X20.V1.374,-4.46067415730337,175.52092971519048,30807.596768084833,-412.0,644.0,1.2443240214244127,2.6615432792230207,175.57760216503263,11.0,7236.547282802622,3049.3113284929073,2789.848269276672,1576.3847190099518,9.672542574547935,3180562.713700862,2801777.8271671515,636120.9376689149,39536.52929737854,3055.646731468997,0.3743806834149699,1
X2.V1.514,-46.20786516853933,27.2160838299341,740.7152190380003,-114.0,-1.0,-0.5561732625543457,-0.636642120819868,53.62725074504482,0.0,306.6261149469645,263.89452668412497,119.69747893405068,16.77338418857004,3.1382166069724633,627089.098261905,70269.58283054444,6045.821748594808,942.2260469622827,380.96413813224893,0.6561424568927801,0
X8.V1.451,2.747191011235955,37.96032994341531,1440.9866494129528,-90.0,121.0,0.17648098406652368,0.3912617985815645,38.05960730045922,18.0,564.7296331224568,217.18988526915763,619.7932847771476,145.20739524404075,6.971511375523068,344464.4505355182,77942.88519693687,115458.91234117921,7860.937703354556,841.283196417123,0.6127829811081491,0
X18.V1.40,-12.887640449438202,44.379729708947785,1969.5604090392628,-103.0,102.0,0.3231040223449681,-0.4246733157292173,46.21311161773527,16.0,698.782773141735,172.60303698137216,1253.080122893652,280.784029258212,20.941949350432,233286.20027704613,120424.15546408787,93119.02482496461,18773.282468546076,1932.406594457181,0.7389571921515503,0
X5.V1.8,7.544943820224719,35.015096298840426,1226.0569688170685,-73.0,77.0,-0.16457882219578154,-0.9842069817733212,35.81875411104378,8.0,436.4334492262403,206.370270985165,75.00179131833698,143.54057120662995,11.220550814247895,201552.40371110506,32564.389766860306,16129.353318868258,8762.183578686652,1233.3072880659902,0.7437718611138799,0
X10.V1.492,33.28089887640449,104.27642485823195,10873.572781214492,-144.0,338.0,0.9584734299411297,0.4748750914515054,109.45862693838231,24.0,5630.995714105996,1278.7560359730123,1709.3527388017476,980.0625100018369,107.37884385869316,1845182.1350182886,287108.6547584369,132068.92097759922,48187.956276001896,15053.39355197615,0.8186145410990986,0
X5.V1.741,14.230337078651685,40.12883438781371,1610.3233493245802,-86.0,116.0,-0.07614589868955345,-0.395038192255166,42.577292571236015,20.0,428.88110360633647,261.5011805606243,158.96057847185992,424.84075700274263,46.96964157799169,550546.7605079853,55057.718569597746,140304.80706043402,30271.124353234118,5523.960824430682,0.902673393124076,0
X5.V1.202,-4.387640449438202,42.023017556392595,1765.9340045448803,-140.0,78.0,-0.8571187489843379,1.5079189395090395,42.2514543330573,10.0,361.6821217341851,270.72334112645166,93.9928813033524,24.410766135716376,8.727516700186769,1772683.5900579633,25543.175299500635,15045.36401291223,2342.0184368787113,749.2160060053038,0.5394654902756226,0
X23.V1.74,7.033707865168539,41.954349036848,1760.1674031056687,-81.0,93.0,0.0014942118921880947,-0.7097860354156542,42.53986894006847,20.0,300.9793142072815,442.00384578963786,615.7407700197522,217.57352724125042,10.105781796521216,425685.185043455,107167.42422866642,88673.09118959948,16296.15194335222,1278.5257094271744,0.7320643288215418,0
X23.V1.332,0.1404494382022472,45.633585155891794,2082.4240941800276,-104.0,88.0,-0.018063142465762013,-0.6923703627052302,45.63380129054251,11.0,1118.0005070729246,557.4118393486964,108.77542452210679,47.75011217514513,4.744886663393748,362740.31020160695,61054.76536913426,17405.154988716975,2426.06255382956,399.79245062402146,0.538364083236313,0
X15.V1.80,0.5786516853932584,40.07180345192755,1605.749431889913,-103.0,101.0,-0.24555569174209174,0.03592660679521931,40.07598120648977,21.0,352.18752352972996,102.06923619221703,312.96962329675733,98.60237887161453,14.413836883295058,426749.3635745406,110532.19500847429,107132.30556548387,13241.861228227745,1322.1785817434275,0.6851408923517823,0
X11.V1.123,11.196629213483146,25.094665485493316,629.7422358288095,-52.0,64.0,-0.3169991379973745,-0.338824275394487,27.479205621215357,14.0,400.23380563341345,68.5502617239624,120.51355246763505,19.40097411136013,2.896090649025638,273847.02472150826,19572.003257984958,9455.86482881718,1459.6773564825694,357.66388737668206,0.6595589906036614,0
X18.V1.916,-4.0,533.3327691944583,284443.84269662923,-1404.0,1178.0,-0.5558738254545437,0.1792271549481903,533.3477689993924,25.0,16297.013789161827,28114.25724823039,22266.601659963206,222442.96538843866,2384.4408252884296,10022125.96198631,6440348.675990647,46789187.67268789,8908375.52213609,249224.46057511153,0.4629538351443938,1
X2.V1.401,-20.134831460674157,81.52413181180296,6646.184067668223,-216.0,146.0,-0.17332713208392453,-0.5119798110696552,83.97377867893034,23.0,346.04546747419727,291.67217502813844,2708.350091775135,206.43006020885608,47.86197861022917,1116216.551587521,129737.68500445738,988668.6281015252,88442.07983680774,2593.7053586784546,0.5702959934049345,0
X22.V1.572,-27.578651685393258,22.117332528631195,489.17639818204765,-71.0,43.0,0.8266430091714764,0.9205329802282507,35.35192253564567,5.0,298.93250287137494,76.00206455575986,30.1143060970631,18.384857591118433,3.5649468690998516,552734.2469433469,10993.500962223783,16186.295462305334,2238.238140570268,503.19317181849425,0.6549001396452816,0
X23.V1.423,36.58426966292135,52.1138142933037,2715.8496401969446,-82.0,172.0,-0.02565643341323757,-0.3127684692913255,63.67305887866777,12.0,265.845119422994,470.2257227009386,1018.9188156818494,184.97597419018382,15.169397972961985,619320.0030723824,243501.24067001473,61855.90321733904,10218.693440842746,1900.6832316187097,0.6964725577228088,0
X23.V1.281,4.803370786516854,49.49123846972322,2449.3826852670118,-144.0,131.0,-0.11825085810858404,0.6895714082324713,49.723787629059146,22.0,754.5764714105611,248.92948376896226,2005.1902991500092,310.5650628169117,9.652658740295212,128276.43226593031,291608.04838267015,86696.00154117616,16907.397068347735,1330.0085446160701,0.5952086116055928,0
X13.V1.623,-7.382022471910112,23.092148389829863,533.247317257922,-64.0,36.0,-0.23290418934157706,-0.5327006992125147,24.24338204611122,8.0,114.7312441553173,162.88453817688193,34.664574748406736,19.052689089382522,3.3882767776395872,365963.34948040947,20433.682985841926,13237.493253456043,1346.0331505036297,329.9292159179618,0.684331012086373,0
X4.V1.87,-5.803370786516854,44.13743334569494,1948.1130223456632,-132.0,103.0,-0.2478107346295876,0.3056108682942851,44.517323985516704,27.0,387.61405030286346,326.38006192088693,1114.642099176989,251.19564612728564,32.389511329376056,172898.83514843503,129100.81797748581,115629.17353559015,17826.40854046443,2938.649434310218,0.7328950887094274,0
X22.V1.462,-7.213483146067416,53.27582918649078,2838.313975508143,-120.0,144.0,0.10793552587919358,-0.25550593892637874,53.76195973554853,13.0,1921.6966162569863,535.6116281204665,177.04279177724953,138.7594323902774,16.024350250679884,386722.19856014656,149612.59525781663,109355.7976238535,14649.618475377632,1907.9349032041523,0.7479970576535049,0
X4.V1.14,-16.174157303370787,30.484072201688008,929.2786579977275,-98.0,78.0,-0.007275306387301872,0.39411274835824317,34.5091585303367,23.0,600.0850617689146,92.9494947503749,200.44267141895963,165.67200026520288,15.06381064986891,145630.87378588374,29292.691124389436,31553.751450834538,16027.371698335623,1152.3631808031294,0.7788697211205262,0
X10.V1.913,-8.320224719101123,83.39127844863523,6954.105321297816,-158.0,221.0,0.8718970908198679,0.3113423551719605,83.8053188089763,20.0,4098.987286090974,940.2628713136342,1438.559347248495,539.3688660574401,76.81877111360114,955714.5990894629,222646.8891988014,127077.4361638012,36115.94588679538,9548.564981466774,0.8460200822639501,0
X8.V14,113.48876404494382,446.3151911751977,199197.24987375326,-1611.0,801.0,-1.5503590597850165,2.46243421890396,460.5181314977753,11.0,71505.95627437194,39783.732475413024,64622.33479049662,102674.39942447863,1450.303510109898,18679289.782029595,6666151.1604349725,14245681.08530789,2416251.4844673206,69599.0521706388,0.3553872313105706,1
X17.V1.882,-36.325842696629216,73.8999893997193,5461.208433278626,-191.0,103.0,-0.2517312491031432,-0.8219824461017566,82.3454630255904,3.0,1872.647948373392,294.1337447985809,73.24675320838699,10.08587830126293,2.7262374552343043,1215408.2099557365,76873.73381157094,15983.500918107227,1189.8981785457036,281.1065494640774,0.3612191892645802,0
X6.V1.152,13.606741573033707,45.862916888946664,2103.407145562429,-135.0,125.0,-0.9074690626654521,1.212789630930187,47.83879766254324,6.0,1004.2475182403674,214.86718853651743,121.65565943345314,65.31116932696756,3.099649561747226,397097.7710017769,87007.41519850132,34553.957605475356,6934.674855063804,593.5200937786285,0.4029553354950415,0
X15.V1.17,40.38202247191011,58.13535264682138,3379.7192273702817,-85.0,174.0,-0.2736856795032523,-0.7419123798373857,70.7843695055069,10.0,1336.9940645494369,435.23863242619177,312.821652005237,352.2430726006589,75.63432029700849,1135502.371658361,100019.02631530832,108984.6651250538,51521.309352972305,2906.7999290918674,0.7760405130875383,0
X2.V1.842,-10.258426966292134,46.800683777269185,2190.304002019947,-103.0,115.0,0.3271217986853378,-0.3111802744167278,47.91178691974133,18.0,936.0516991401861,87.94432645271687,233.1688809023492,444.3623023818279,61.355291690282435,276229.14635943423,60632.39868392805,108312.90599255235,29887.98859575556,3913.314796514906,0.7782566656288998,0
X11.V1.21,10.713483146067416,24.956635158400083,622.8336384294912,-43.0,72.0,0.42960092605245037,0.013398409301224046,27.159019856220176,20.0,107.36230293909969,193.21925846960468,95.60110968151628,60.50436066929199,7.6611048756908,104956.27707490869,39983.392046658744,29858.73710201261,4238.300633312637,640.0225270878493,0.7288152304852127,0
X21.V1.134,-27.55056179775281,132.81553578037548,17639.9665446282,-541.0,169.0,-1.6074417786570392,2.767486359180686,135.64291356351794,21.0,12261.836446742072,8470.59427960958,3012.85488989774,8070.993536958379,621.0304987064985,2674936.9910766087,895860.3340502708,590600.5362200678,312835.94395749504,13790.734422370575,0.4841929473479323,1
X15.V1.892,-7.646067415730337,26.485389468937356,701.4758553212978,-64.0,52.0,0.4584799124665905,-0.5614813350983274,27.566976661345926,11.0,380.1248466962135,127.91719640446392,138.65696161005897,51.9529450338521,4.017231794038322,153772.18965997052,29566.5081250352,22402.000383231098,2372.8477996393567,472.2755322798693,0.686857447677196,0
X10.V1.342,-40.96629213483146,40.87991442145725,1671.1674031056687,-125.0,59.0,0.10786049073918497,-0.4612368530213167,57.874039900304375,5.0,313.25421170270494,832.4543637578175,37.19903193470703,38.81140603358187,6.1131858607260945,1333557.8084484863,96472.97295325005,8166.533797001936,2160.454082284484,573.5058361907992,0.5583965662483705,0
X17.V1.862,18.623595505617978,41.57339394013379,1728.3470837015527,-63.0,102.0,0.1705991288029618,-0.8479092796892793,45.5542028056515,7.0,720.6672741460186,165.0456679336448,47.372023422646784,10.779232421169016,1.6095533504020152,478327.90510278527,15603.597172755646,9001.941228264153,1257.699100570584,206.73625098870707,0.47945790233573593,0
X10.V1.851,-57.41011235955056,58.25732638488884,3393.916077515466,-186.0,95.0,0.17372632730530777,-0.38710599867786,81.79142423660127,18.0,196.23252197702303,518.1168791554846,850.6788667096012,1793.6614719079105,42.389267453839416,1218038.534150539,259377.0517290597,335767.7874499722,36070.51378594405,4884.877653724516,0.7502778536916619,0
X3.V1.14,-1.4606741573033708,25.3736376419693,643.8214871859614,-72.0,71.0,-0.15033111546961658,0.5503287998422635,25.41564589342115,24.0,329.2081009299123,245.16418628790979,186.572588311184,119.29965515572832,10.065754624101322,76441.05254107216,44939.2985093139,22263.549537312756,6120.827047402791,937.648906580041,0.7989894594142717,0
X20.V1.37,-72.29213483146067,23.19831563393091,538.1618482514833,-123.0,-27.0,-0.060441180230712245,-0.7460106180808435,75.923083490738,0.0,218.78660423882923,106.65600797491584,49.18450687974704,107.82041825208846,15.556306800830496,1670112.198262684,19411.596434139126,28028.198659177102,17713.23934479253,1997.9784830906967,0.8621676193745311,0
X20.V1.874,-19.96067415730337,157.14386746765393,24694.19508269158,-355.0,336.0,-0.1681596173338737,-0.6374127332119275,158.40651374077274,12.0,380.57860281179205,18128.952276056374,4216.942986595567,909.5115604559409,7.5070079008295565,1601124.0598102398,3297834.0190562815,424096.9724473287,32787.288585803995,1206.4013431158617,0.49041975312684327,1
X22.V1.901,-4.449438202247191,53.443136058985296,2856.168791819214,-117.0,166.0,0.4098774568567512,0.19990859318586063,53.62803643743477,23.0,493.62419092730073,563.1346712416785,1494.7538316676964,529.7375987384752,14.24358952567647,338430.9351395184,147213.2839005508,194967.99853990204,45143.848567336674,1934.2633408862562,0.6792137673386969,0
X7.V1.603,-53.03932584269663,100.54879537434005,10110.060251230905,-282.0,68.0,-0.9718895100675611,-0.3651450909900902,113.68038677396665,8.0,2866.8190230217992,353.23038196779714,266.3122024972343,339.3458577015256,22.861530621264357,2213617.1209249594,65563.84434107084,73763.90126581599,15487.078229688701,2190.6313484524935,0.37501557381582185,0
X10.V1.524,9.97191011235955,260.5694591297739,67896.44303118293,-305.0,835.0,0.9073918506306345,-0.04661295743489324,260.7602002270897,7.0,49185.00308045855,3978.1290362849413,6236.413692753276,11652.655647392754,578.2921430378818,14445874.411550788,918544.8899731179,2349793.296803689,415188.3171058154,26427.816916443477,0.3625094654378942,1
X6.V1.882,-17.46067415730337,88.16016529937389,7772.214745612928,-282.0,109.0,-1.16281946930616,1.3417607955454454,89.87263147165798,6.0,2502.487823105829,553.4394955163068,115.77595036753303,19.78204032608342,2.6936927590373863,7592049.789145302,106173.40274992351,10133.278130860679,2067.2261291107143,260.32469933914496,0.32712846194075595,0
X11.V1.181,-50.747191011235955,82.04772602602809,6731.829346042167,-254.0,155.0,0.11051366040602026,-0.33864838670510444,96.47334731195468,16.0,314.0033716873403,746.0339080982262,6154.203589365971,554.9139025791063,17.710939188103815,1645910.878008415,607925.4280449919,536613.9608698477,29107.527503894406,1625.5599495831793,0.5569446940327119,0
X13.V1.762,-71.14044943820225,59.6893403599587,3562.8173526069945,-211.0,68.0,0.009752945958701017,-0.49727856618754185,92.8643144532732,10.0,883.2353954631498,152.90210455641602,307.16261435470034,914.5075050295945,53.908736313536416,2092020.6252853414,101707.55428497301,210839.5481319319,32519.767671375153,5929.840130458635,0.8603330023356297,0
X20.V1.811,2.9719101123595504,52.655487221691516,2772.6003345537183,-146.0,136.0,0.11815565613692953,-0.0630247549392502,52.739288810806535,30.0,696.9325540409632,212.08311089141608,343.9833494624029,2119.405390888712,70.51142540052238,531698.019299465,68618.75363262872,254545.25917059372,63785.06458946281,8519.478245583832,0.7871158812091203,0
X11.V1.210,-6.258426966292135,72.0274648131753,5187.955687413206,-254.0,175.0,-0.48181151951483747,1.5812362729271534,72.29884919904063,23.0,620.3112925465801,121.43554092243426,2556.864619383359,611.6785239003623,24.553653296258883,826650.2821354265,395072.0250258752,255784.87353684858,41687.07543075366,2385.3716049290556,0.6667697662956753,0
X2.V1.813,23.685393258426966,21.57484777017029,465.47405630602196,-21.0,86.0,0.32625909060352215,-0.13618369022534216,32.03860031450125,10.0,35.567698623421144,205.28920033676383,63.557605397825,45.071408473376835,8.116468414913728,200363.72902296213,36796.02575450197,21914.73713984481,5966.402007833736,843.3765913724134,0.8311474104561452,0
X3.V1.652,-4.842696629213483,56.41965528821096,3183.177502840551,-123.0,95.0,-0.25190500167017305,-0.7607545734831458,56.62710670238367,9.0,1306.5251957143496,341.611205723137,149.8292069043431,36.75918975152097,1.967357306810078,632502.7547798262,103913.79429710467,7882.093514705166,889.4158626063804,269.94391759989304,0.49121455110618184,0
X20.V1.101,-14.634831460674157,120.80630945752328,14594.164404746878,-238.0,242.0,0.0893159223122123,-1.0226141417846486,121.68953404721876,21.0,1245.3688223770237,1956.825022967976,7054.593236910781,1280.355510778308,33.49924705661856,673062.9499862122,1316706.1432037356,1462228.1920903218,73910.37205550197,2237.500123090789,0.5542380953737474,0
X21.V1.681,7.056179775280899,48.075165760858,2311.2215629339735,-115.0,142.0,0.3217264288723169,0.2864401262482108,48.590238072632,33.0,131.7613344942668,198.48599498272432,257.4312314168049,857.8110153685777,47.8537951694344,231600.83724351614,60144.838032584354,358534.8951248318,63329.917122366074,4286.423460242838,0.7271202147607085,0
X12.V1.951,-49.325842696629216,63.57138344278177,4041.320792829188,-187.0,205.0,0.8466126439352296,2.0822792544567914,80.46340503956937,20.0,100.87850882964952,223.83101942587982,797.2613031046855,431.9822848298265,46.209178361565996,1095562.9614325494,134784.6389271343,515577.5671912917,43547.01790041894,2129.2814999081766,0.5606581424271972,0
X15.V1.281,-1.5561797752808988,31.992971331518525,1023.5502146193663,-64.0,72.0,0.11643543823332954,-0.8631642302187807,32.030796276589186,17.0,461.29556053912887,245.36932091751763,288.0943837788771,139.55608550731387,8.678876392878061,163861.20270855533,50428.66256022776,55477.65653548184,12883.793956858279,952.4645958272308,0.6458696124281902,0
X3.V1.751,-54.92134831460674,67.9531769923275,4617.6342633505865,-241.0,153.0,0.509276962802536,0.8929801004094831,87.3727003362317,14.0,697.7859883827749,204.94120907572426,781.2712850661349,1525.6819100837777,49.05128925727382,1686036.193426115,111873.10942502682,400632.3515672538,51540.64041565459,6200.276229383281,0.6917852551971002,0
X19.V1.744,-49.741573033707866,164.70296915041865,27127.068046963763,-431.0,422.0,0.0013366301075300189,-0.02824877015557581,172.0502604904493,12.0,1236.64237008901,12704.28918804707,1532.9610927723509,1569.9790686801314,63.566145544046336,10141500.729864974,2075496.3464614549,1489739.238796714,111609.77696715046,3461.832802398624,0.5172875914063777,1
X1.V1.104,6.033707865168539,409.7709952237971,167912.26852670117,-624.0,1375.0,1.268244245385934,1.3634684716436958,409.81541473851786,15.0,11798.986475213318,91312.30166400653,32769.30277904535,69453.65643893549,2086.305080764975,17438627.836520452,11804417.333300699,10968903.24422319,2350579.733490276,118649.50226363845,0.4534315715576036,1
